,Geographic Area,"April 1, 2000",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,"April 1, 2010","July 1, 2010"
10,"Contra Costa County, California",948865,952810,970952.0,979862.0,987531.0,992424.0,999013.0,1000834.0,1009152.0,1023344.0,1037890.0,1049025,1052827
11,"Del Norte County, California",27505,27440,27292.0,27397.0,27601.0,27950.0,28281.0,28211.0,28415.0,28496.0,28599.0,28610,28632
12,"El Dorado County, California",156314,157162,161101.0,165195.0,168331.0,171653.0,175003.0,176773.0,177694.0,179150.0,180455.0,181058,181194
13,"Fresno County, California",798766,801288,813021.0,829762.0,847193.0,861035.0,872470.0,883862.0,895933.0,909630.0,921478.0,930450,933248
14,"Glenn County, California",26432,26416,26450.0,26651.0,27016.0,27122.0,27393.0,27652.0,27775.0,28019.0,28100.0,28122,28129
15,"Humboldt County, California",126508,126462,127520.0,128780.0,129754.0,130702.0,131497.0,132093.0,132001.0,132657.0,133744.0,134623,134794
16,"Imperial County, California",142334,142410,143707.0,145640.0,148984.0,152259.0,156113.0,160505.0,164596.0,167917.0,172008.0,174528,175234
17,"Inyo County, California",17955,17955,18117.0,18394.0,18593.0,18578.0,18478.0,18370.0,18426.0,18318.0,18544.0,18546,18513
18,"Kern County, California",661632,663803,676574.0,694059.0,714272.0,736296.0,760726.0,784511.0,803281.0,818327.0,830137.0,839631,842207
19,"Kings County, California",129470,129835,132881.0,135369.0,139393.0,143601.0,145147.0,147712.0,150420.0,152027.0,152278.0,152982,153174
20,"Lake County, California",58331,58538,60219.0,61513.0,62496.0,63116.0,63811.0,64202.0,64077.0,64392.0,64413.0,64665,64771
21,"Lassen County, California",33828,33719,33548.0,33430.0,33930.0,34458.0,34488.0,34605.0,35615.0,35221.0,35160.0,34895,34805
22,"Los Angeles County, California",9519315,9538191,9626034.0,9705913.0,9767145.0,9793263.0,9786373.0,9737955.0,9700359.0,9735147.0,9787400.0,9818605,9830420
23,"Madera County, California",123179,123587,125581.0,128369.0,132738.0,137106.0,140313.0,143622.0,146067.0,148359.0,149234.0,150865,151408
24,"Marin County, California",247301,247520,247866.0,246225.0,245054.0,243769.0,244206.0,244580.0,246248.0,248398.0,250862.0,252409,252916
25,"Mariposa County, California",17112,17101,17099.0,17243.0,17707.0,17844.0,17972.0,18219.0,18366.0,18412.0,18212.0,18251,18243
26,"Mendocino County, California",86253,86407,86841.0,87364.0,88140.0,88030.0,87981.0,87345.0,87071.0,87468.0,87722.0,87841,87828
27,"Merced County, California",211178,212258,218816.0,225351.0,231735.0,237180.0,242554.0,245338.0,248540.0,250538.0,252302.0,255793,256778
28,"Modoc County, California",9431,9406,9350.0,9362.0,9501.0,9605.0,9565.0,9617.0,9525.0,9551.0,9646.0,9686,9685
29,"Mono County, California",12839,12921,13224.0,13404.0,13352.0,13360.0,13474.0,13743.0,13678.0,13862.0,14008.0,14202,14234
30,"Monterey County, California",401752,402990,407082.0,408977.0,409725.0,408731.0,405139.0,401831.0,402376.0,406022.0,410263.0,415057,416682
31,"Napa County, California",124344,124565,126818.0,128744.0,130138.0,130387.0,130381.0,131440.0,132583.0,134093.0,135280.0,136484,136858
32,"Nevada County, California",92055,92520,93715.0,94647.0,95606.0,96512.0,97250.0,97549.0,97794.0,98200.0,98591.0,98764,98794
33,"Orange County, California",2846282,2854513,2885457.0,2908245.0,2929376.0,2941711.0,2940055.0,2932261.0,2931629.0,2957593.0,2987177.0,3010232,3018963
34,"Placer County, California",248270,251012,263615.0,276907.0,290726.0,302841.0,312762.0,321934.0,329023.0,337568.0,343810.0,348432,350048
35,"Plumas County, California",20817,20754,20820.0,20866.0,20957.0,21000.0,21010.0,20762.0,20667.0,20410.0,20169.0,20007,19950
36,"Riverside County, California",1545320,1558985,1616634.0,1687147.0,1771656.0,1856542.0,1931785.0,2012370.0,2075183.0,2109712.0,2146725.0,2189641,2203332
37,"Sacramento County, California",1223578,1229940,1266257.0,1301079.0,1328531.0,1348932.0,1360816.0,1369563.0,1381161.0,1394438.0,1408601.0,1418788,1421959
38,"San Benito County, California",53214,53781,54644.0,55056.0,55198.0,54849.0,54647.0,54124.0,54072.0,54267.0,54436.0,55269,55561
39,"San Bernardino County, California",1709479,1718037,1760731.0,1799791.0,1846115.0,1899065.0,1943924.0,1974140.0,1992161.0,2003735.0,2013960.0,2035210,2042441
40,"San Diego County, California",2813839,2827366,2869672.0,2900355.0,2914702.0,2930007.0,2938375.0,2947289.0,2975742.0,3022116.0,3061203.0,3095313,3105989
41,"San Francisco County, California",776764,777885,780865.0,772723.0,766160.0,761325.0,763016.0,768650.0,778673.0,791152.0,801922.0,805235,805463
42,"San Joaquin County, California",563660,567885,591207.0,609041.0,626778.0,642898.0,656985.0,662812.0,668080.0,671692.0,677736.0,685306,687744
43,"San Luis Obispo County, California",246746,247839,251462.0,253083.0,254674.0,256842.0,258615.0,260498.0,262770.0,266358.0,268145.0,269637,270113
44,"San Mateo County, California",707099,707820,705621.0,697628.0,693057.0,690161.0,690078.0,690176.0,693849.0,703830.0,713617.0,718451,720162
45,"Santa Barbara County, California",399293,399990,403164.0,405178.0,406810.0,407284.0,408079.0,408085.0,411243.0,415859.0,420356.0,423895,424712
46,"Santa Clara County, California",1682781,1684947,1688082.0,1669348.0,1663592.0,1663167.0,1675312.0,1691159.0,1712026.0,1740964.0,1765137.0,1781642,1787694
47,"Santa Cruz County, California",255614,255835,256045.0,254531.0,253021.0,252356.0,251377.0,251616.0,253304.0,256520.0,260009.0,262382,263054
48,"Shasta County, California",163242,163615,166408.0,170198.0,173202.0,174867.0,175615.0,176166.0,176548.0,177247.0,177279.0,177223,177291
49,"Sierra County, California",3559,3574,3518.0,3482.0,3511.0,3430.0,3378.0,3424.0,3373.0,3320.0,3248.0,3240,3236
50,"Siskiyou County, California",44305,44218,43908.0,43965.0,44287.0,44394.0,44641.0,44487.0,44465.0,44780.0,44788.0,44900,44929
51,"Solano County, California",394495,396974,404209.0,408226.0,408409.0,409301.0,408181.0,408402.0,408243.0,408972.0,410290.0,413344,414305
52,"Sonoma County, California",458586,460421,465293.0,465298.0,466489.0,466809.0,465938.0,465188.0,467356.0,473091.0,479479.0,483878,485120
53,"Stanislaus County, California",446850,449471,463761.0,477469.0,487357.0,492613.0,500020.0,504651.0,507834.0,509032.0,511536.0,514453,515358
54,"Sutter County, California",78947,79192,80138.0,82162.0,84671.0,86484.0,88764.0,91112.0,92959.0,93855.0,94366.0,94737,94806
55,"Tehama County, California",56060,56170,56685.0,57380.0,58528.0,59571.0,60602.0,61587.0,62147.0,62648.0,62891.0,63463,63604
56,"Trinity County, California",13011,12980,12859.0,13064.0,13210.0,13159.0,13440.0,13634.0,13648.0,13656.0,13762.0,13786,13804
57,"Tulare County, California",368011,368627,373171.0,379568.0,388743.0,398226.0,407970.0,414921.0,422140.0,429283.0,436987.0,442179,443688
58,"Tuolumne County, California",54522,54658,55253.0,55850.0,56513.0,56602.0,56788.0,56680.0,56339.0,56320.0,55845.0,55365,55186
59,"Ventura County, California",753230,756506,766689.0,779489.0,788070.0,793994.0,794197.0,798183.0,800027.0,806353.0,815130.0,823318,825706
60,"Yolo County, California",168660,169835,175337.0,180327.0,182954.0,185237.0,186269.0,189615.0,194339.0,197154.0,199791.0,200849,201190
61,"Yuba County, California",60249,60372,61249.0,62100.0,62733.0,63742.0,66285.0,69272.0,70761.0,71773.0,71607.0,72155,72388
4,"Adams County, Colorado",348076,350888,359816.0,370753.0,377464.0,384809.0,395146.0,406575.0,415746.0,424913.0,435700.0,441603,443715
5,"Alamosa County, Colorado",14965,14954,14956.0,15114.0,15067.0,15217.0,15236.0,15196.0,15180.0,15300.0,15289.0,15445,15499
6,"Arapahoe County, Colorado",488829,491482,502393.0,508936.0,513690.0,518971.0,524466.0,531619.0,542039.0,552461.0,563161.0,572003,575022
7,"Archuleta County, Colorado",9894,10020,10454.0,10885.0,11089.0,11266.0,11496.0,11937.0,12262.0,12250.0,12169.0,12084,12063
8,"Baca County, Colorado",4517,4501,4471.0,4336.0,4117.0,4064.0,3997.0,3933.0,3866.0,3806.0,3767.0,3788,3795
9,"Bent County, Colorado",5996,5954,5841.0,5973.0,6166.0,6180.0,6118.0,6012.0,5715.0,5962.0,6425.0,6499,6510
10,"Boulder County, Colorado",269784,271574,277597.0,279468.0,278768.0,279728.0,280241.0,284243.0,287428.0,290859.0,293190.0,294567,295166
11,"Broomfield County, Colorado",39202,39679,41055.0,41800.0,43805.0,44867.0,46313.0,48729.0,51526.0,53181.0,54789.0,55889,56135
12,"Chaffee County, Colorado",16250,16337,16488.0,16844.0,16921.0,17047.0,17105.0,17087.0,17377.0,17573.0,17852.0,17809,17809
13,"Cheyenne County, Colorado",2229,2209,2179.0,2119.0,2021.0,1981.0,1939.0,1912.0,1863.0,1881.0,1843.0,1836,1830
14,"Clear Creek County, Colorado",9263,9255,9383.0,9514.0,9402.0,9148.0,9150.0,9042.0,9152.0,9138.0,8994.0,9088,9112
15,"Conejos County, Colorado",8400,8401,8350.0,8358.0,8310.0,8353.0,8337.0,8256.0,8217.0,8200.0,8140.0,8256,8288
16,"Costilla County, Colorado",3661,3675,3619.0,3639.0,3645.0,3656.0,3562.0,3571.0,3567.0,3532.0,3481.0,3524,3528
17,"Crowley County, Colorado",5514,5509,5614.0,5666.0,5464.0,5720.0,5677.0,5886.0,6015.0,5947.0,5797.0,5823,5838
18,"Custer County, Colorado",3508,3523,3664.0,3714.0,3865.0,3911.0,3989.0,3994.0,4112.0,4107.0,4190.0,4255,4271
19,"Delta County, Colorado",27824,27877,28069.0,28677.0,28929.0,29305.0,29389.0,29789.0,30121.0,30712.0,31156.0,30952,30885
20,"Denver County, Colorado",553805,555651,561976.0,556790.0,552588.0,550756.0,551691.0,556895.0,564395.0,575721.0,589011.0,600158,604414
21,"Dolores County, Colorado",1844,1847,1849.0,1870.0,1842.0,1850.0,1869.0,1973.0,1980.0,2061.0,2057.0,2064,2062
22,"Douglas County, Colorado",175732,180121,196783.0,208911.0,220352.0,232508.0,243112.0,256136.0,267177.0,275500.0,281386.0,285465,287003
23,"Eagle County, Colorado",41623,41961,43238.0,44227.0,44995.0,45893.0,47205.0,48476.0,49803.0,51049.0,52513.0,52197,52126
24,"Elbert County, Colorado",19855,20060,21094.0,21678.0,21834.0,21977.0,22182.0,22423.0,22402.0,22634.0,22965.0,23086,23138
25,"El Paso County, Colorado",516934,519938,535864.0,544145.0,547549.0,556667.0,565800.0,580251.0,586783.0,597919.0,608061.0,622263,626928
26,"Fremont County, Colorado",46140,46245,46633.0,47019.0,46901.0,46605.0,46641.0,46873.0,46959.0,47166.0,46871.0,46824,46837
27,"Garfield County, Colorado",43786,44257,45636.0,46925.0,47622.0,48193.0,49579.0,51594.0,53534.0,55449.0,57089.0,56389,56139
28,"Gilpin County, Colorado",4746,4783,4781.0,4788.0,4777.0,4752.0,4810.0,4883.0,4893.0,5026.0,5352.0,5441,5478
29,"Grand County, Colorado",12433,12496,12743.0,13158.0,13324.0,13596.0,13627.0,14003.0,14306.0,14622.0,14902.0,14843,14796
30,"Gunnison County, Colorado",14000,14068,14206.0,14322.0,14273.0,14356.0,14456.0,14720.0,15043.0,15250.0,15356.0,15324,15312
31,"Hinsdale County, Colorado",792,791,817.0,798.0,779.0,810.0,794.0,815.0,835.0,818.0,834.0,843,847
32,"Huerfano County, Colorado",7859,7771,7635.0,7571.0,7428.0,7193.0,7145.0,7127.0,7051.0,7073.0,6824.0,6711,6667
33,"Jackson County, Colorado",1577,1577,1529.0,1532.0,1512.0,1486.0,1449.0,1415.0,1407.0,1378.0,1408.0,1394,1390
34,"Jefferson County, Colorado",525449,526251,528845.0,527851.0,524940.0,520900.0,519675.0,521662.0,524911.0,529003.0,531961.0,534543,535533
35,"Kiowa County, Colorado",1622,1610,1550.0,1519.0,1501.0,1457.0,1467.0,1456.0,1410.0,1392.0,1378.0,1398,1399
36,"Kit Carson County, Colorado",8013,7971,7995.0,8250.0,8133.0,8157.0,8060.0,8011.0,7954.0,8157.0,8383.0,8270,8276
37,"Lake County, Colorado",7814,7815,7758.0,7676.0,7491.0,7434.0,7331.0,7278.0,7392.0,7450.0,7426.0,7310,7287
38,"La Plata County, Colorado",43957,44228,45044.0,45869.0,46121.0,46728.0,47575.0,48574.0,49343.0,50291.0,51105.0,51334,51431
39,"Larimer County, Colorado",251489,253072,260541.0,265372.0,268448.0,271510.0,275116.0,280713.0,286112.0,291650.0,296696.0,299630,300637
40,"Las Animas County, Colorado",15212,15297,15116.0,15424.0,15706.0,15573.0,15582.0,15673.0,15734.0,15770.0,15775.0,15507,15421
41,"Lincoln County, Colorado",6089,6070,5912.0,5936.0,5904.0,5751.0,5644.0,5530.0,5484.0,5468.0,5423.0,5467,5473
42,"Logan County, Colorado",20566,20699,21459.0,21548.0,21825.0,21795.0,21694.0,21911.0,22163.0,22128.0,22451.0,22709,22735
43,"Mesa County, Colorado",116939,117631,119496.0,122440.0,124994.0,127678.0,130194.0,134665.0,139434.0,143155.0,147851.0,146723,146313
44,"Mineral County, Colorado",831,832,796.0,812.0,828.0,848.0,814.0,789.0,807.0,774.0,732.0,712,710
45,"Moffat County, Colorado",13178,13147,13065.0,13193.0,13106.0,13175.0,12956.0,13115.0,13348.0,13585.0,13728.0,13795,13818
46,"Montezuma County, Colorado",23822,23847,23692.0,23935.0,24255.0,24456.0,24514.0,24968.0,25157.0,25222.0,25507.0,25535,25539
47,"Montrose County, Colorado",33438,33599,34361.0,35154.0,35767.0,36310.0,37227.0,38282.0,39673.0,40658.0,41535.0,41276,41183
48,"Morgan County, Colorado",27172,27257,27307.0,27556.0,27736.0,27736.0,27727.0,27816.0,27745.0,27701.0,28099.0,28159,28193
49,"Otero County, Colorado",20311,20242,20012.0,19688.0,19585.0,19436.0,19247.0,19042.0,18783.0,18726.0,18743.0,18831,18855
50,"Ouray County, Colorado",3747,3775,3787.0,3872.0,3880.0,4003.0,4055.0,4090.0,4250.0,4405.0,4395.0,4436,4455
51,"Park County, Colorado",14519,14670,15255.0,15760.0,16024.0,16130.0,16204.0,16230.0,16445.0,16394.0,16098.0,16206,16262
52,"Phillips County, Colorado",4485,4455,4456.0,4497.0,4415.0,4475.0,4467.0,4414.0,4378.0,4349.0,4359.0,4442,4472
53,"Pitkin County, Colorado",14889,14817,15013.0,15098.0,15217.0,15220.0,15399.0,15504.0,15814.0,16454.0,17008.0,17148,17163
54,"Prowers County, Colorado",14483,14431,14182.0,14057.0,13853.0,13613.0,13480.0,13130.0,12736.0,12663.0,12593.0,12551,12546
55,"Pueblo County, Colorado",141490,141800,144014.0,146537.0,147907.0,148654.0,149825.0,152026.0,155121.0,156748.0,157846.0,159063,159477
56,"Rio Blanco County, Colorado",5992,5986,5868.0,5951.0,5923.0,6007.0,5945.0,6176.0,6373.0,6522.0,6779.0,6666,6620
57,"Rio Grande County, Colorado",12425,12445,12213.0,12224.0,12296.0,12328.0,12208.0,12033.0,11852.0,11860.0,11872.0,11982,12011
58,"Routt County, Colorado",19679,19815,20210.0,20469.0,20893.0,21162.0,21398.0,21859.0,22491.0,23135.0,23688.0,23509,23447
59,"Saguache County, Colorado",5904,5939,6024.0,6209.0,6262.0,6365.0,6296.0,6223.0,6148.0,6179.0,6134.0,6108,6122
60,"San Juan County, Colorado",558,562,581.0,594.0,610.0,631.0,627.0,649.0,661.0,670.0,657.0,699,710
61,"San Miguel County, Colorado",6593,6609,6858.0,7111.0,7062.0,7038.0,7097.0,7071.0,7322.0,7366.0,7379.0,7359,7357
62,"Sedgwick County, Colorado",2747,2746,2661.0,2694.0,2652.0,2551.0,2522.0,2474.0,2400.0,2421.0,2392.0,2379,2372
63,"Summit County, Colorado",23560,23700,24716.0,25006.0,25408.0,25313.0,25487.0,26019.0,26603.0,27144.0,27678.0,27994,28081
64,"Teller County, Colorado",20541,20655,21193.0,21543.0,21682.0,21678.0,21978.0,22281.0,22707.0,22725.0,22937.0,23350,23454
65,"Washington County, Colorado",4922,4939,4874.0,5035.0,5028.0,4923.0,4912.0,4907.0,4883.0,4792.0,4800.0,4814,4803
66,"Weld County, Colorado",180766,182782,192278.0,202234.0,208858.0,215322.0,222879.0,230703.0,237692.0,243442.0,248193.0,252825,254270
67,"Yuma County, Colorado",9846,9823,9822.0,9762.0,9923.0,9791.0,9765.0,9784.0,9788.0,9843.0,10022.0,10043,10043
4,"Fairfield County, Connecticut",882622,884364,889063.0,892900.0,896342.0,897472.0,897653.0,896254.0,897498.0,903824.0,910421.0,916829,918714
5,"Hartford County, Connecticut",857184,858416,862573.0,867451.0,873335.0,874449.0,878081.0,881298.0,884548.0,887891.0,891667.0,894014,894478
6,"Litchfield County, Connecticut",182183,182597,184118.0,185974.0,187424.0,188601.0,188912.0,189682.0,189866.0,190175.0,190015.0,189927,189840
7,"Middlesex County, Connecticut",155088,155593,157006.0,159187.0,160864.0,161450.0,162191.0,163473.0,164129.0,164962.0,165607.0,165676,165697
8,"New Haven County, Connecticut",823993,824911,829875.0,835099.0,841939.0,844505.0,847162.0,850207.0,853598.0,856622.0,860025.0,862477,862989
9,"New London County, Connecticut",259108,259848,261396.0,264698.0,266584.0,268595.0,269664.0,270814.0,270669.0,272634.0,273630.0,274055,274055
10,"Tolland County, Connecticut",136377,136863,138934.0,142362.0,145195.0,146706.0,147657.0,148954.0,149718.0,151583.0,152330.0,152691,152781
11,"Windham County, Connecticut",109095,109185,109870.0,111078.0,112653.0,114316.0,115636.0,116778.0,117244.0,117888.0,118112.0,118428,118519
4,"Kent County, Delaware",126771,127229,129228.0,131824.0,134605.0,139342.0,144585.0,149704.0,153969.0,157925.0,160081.0,162310,162912
5,"New Castle County, Delaware",500294,501837,506026.0,510158.0,514769.0,518944.0,523343.0,527174.0,530555.0,533958.0,536898.0,538479,538986
6,"Sussex County, Delaware",156494,157307,160445.0,164187.0,168629.0,172517.0,177222.0,182390.0,187225.0,191991.0,194751.0,197145,197871
4,"District of Columbia, District of Columbia",572086,572046,574504.0,573158.0,568502.0,567754.0,567136.0,570681.0,574404.0,580236.0,592228.0,601723,604453
4,"Alachua County, Florida",217964,218611,221718.0,224614.0,227022.0,229867.0,233756.0,239506.0,242685.0,244888.0,246657.0,247336,247497
5,"Baker County, Florida",22255,22374,22620.0,23298.0,23555.0,24142.0,24832.0,25571.0,26212.0,26725.0,27124.0,27115,27106
6,"Bay County, Florida",148270,148393,150207.0,152741.0,155044.0,158804.0,162917.0,165644.0,165345.0,166267.0,167464.0,168852,169272
7,"Bradford County, Florida",26096,26064,26083.0,26306.0,27035.0,27703.0,28098.0,28506.0,28825.0,28961.0,28979.0,28520,28480
8,"Brevard County, Florida",476299,477819,486429.0,495425.0,504847.0,518722.0,529907.0,535138.0,539719.0,542378.0,542109.0,543376,543573
9,"Broward County, Florida",1622974,1630600,1662848.0,1690118.0,1707543.0,1725461.0,1746896.0,1739348.0,1720825.0,1723633.0,1733310.0,1748066,1753578
10,"Calhoun County, Florida",13002,13040,12847.0,12947.0,13293.0,13445.0,13850.0,13997.0,14222.0,14351.0,14692.0,14625,14599
11,"Charlotte County, Florida",141620,142266,146311.0,150123.0,153235.0,157755.0,155262.0,157099.0,159742.0,160467.0,159629.0,159978,159990
12,"Citrus County, Florida",118106,118649,121197.0,123491.0,126215.0,129840.0,133791.0,137826.0,140974.0,142122.0,141381.0,141236,141129
13,"Clay County, Florida",140788,141629,145685.0,150947.0,155620.0,163238.0,169418.0,178339.0,184256.0,187289.0,189101.0,190865,191395
14,"Collier County, Florida",251412,254015,264240.0,275490.0,285321.0,296021.0,307452.0,312621.0,314437.0,316641.0,318485.0,321520,322472
15,"Columbia County, Florida",56413,56571,57040.0,57930.0,59395.0,60804.0,63109.0,65890.0,66604.0,67318.0,67412.0,67531,67597
16,"DeSoto County, Florida",32204,32196,32402.0,32446.0,33271.0,33895.0,33864.0,34300.0,34537.0,34374.0,34592.0,34862,34984
17,"Dixie County, Florida",13758,13758,14033.0,14234.0,14364.0,14825.0,15427.0,15892.0,16083.0,16214.0,16403.0,16422,16390
18,"Duval County, Florida",778896,779800,790681.0,800532.0,809633.0,820070.0,828988.0,842098.0,851033.0,855437.0,859795.0,864263,865876
19,"Escambia County, Florida",294415,294725,297776.0,297568.0,296603.0,298225.0,298339.0,300395.0,297393.0,296854.0,297015.0,297619,298043
20,"Flagler County, Florida",49818,50579,53944.0,57905.0,62947.0,69387.0,77008.0,84339.0,90516.0,93546.0,94700.0,95696,95928
21,"Franklin County, Florida",9827,9839,9910.0,9972.0,10025.0,10090.0,10198.0,11308.0,11491.0,11484.0,11515.0,11549,11554
22,"Gadsden County, Florida",45017,44950,45153.0,44762.0,44952.0,45129.0,45258.0,45258.0,45867.0,46319.0,46264.0,46389,46449
23,"Gilchrist County, Florida",14429,14443,14283.0,14502.0,15011.0,15271.0,15801.0,16223.0,16610.0,16797.0,16829.0,16939,16956
24,"Glades County, Florida",10531,10579,10948.0,11284.0,11514.0,11901.0,12284.0,12297.0,12357.0,12752.0,12839.0,12884,12842
25,"Gulf County, Florida",14548,14566,14868.0,14897.0,15266.0,15455.0,15781.0,15856.0,15908.0,15851.0,15933.0,15863,15847
26,"Hamilton County, Florida",13321,13330,13733.0,13795.0,14010.0,14101.0,14017.0,14430.0,14589.0,14785.0,14930.0,14799,14747
27,"Hardee County, Florida",26854,26769,26378.0,26787.0,26765.0,26847.0,26874.0,27049.0,27489.0,27603.0,27661.0,27731,27801
28,"Hendry County, Florida",36184,36255,36029.0,36035.0,36138.0,36903.0,38201.0,38776.0,39006.0,39177.0,39010.0,39140,39180
29,"Hernando County, Florida",130795,131390,134127.0,137818.0,142686.0,149593.0,157156.0,164398.0,169891.0,172437.0,171950.0,172778,173008
30,"Highlands County, Florida",87391,87417,88510.0,89939.0,90943.0,93079.0,95614.0,97788.0,99023.0,99568.0,98956.0,98786,98700
31,"Hillsborough County, Florida",998994,1003435,1028385.0,1054860.0,1077462.0,1108225.0,1143154.0,1171826.0,1184686.0,1196773.0,1214050.0,1229226,1233846
32,"Holmes County, Florida",18564,18553,18757.0,18880.0,19254.0,19319.0,19523.0,19824.0,19991.0,20141.0,20147.0,19927,19855
33,"Indian River County, Florida",112877,113323,115456.0,118144.0,120450.0,125001.0,127955.0,131463.0,134564.0,136277.0,137016.0,138028,138268
34,"Jackson County, Florida",46781,46701,46242.0,46139.0,46274.0,46946.0,47930.0,48265.0,48368.0,50272.0,50064.0,49746,49701
